,lifetime_s,lifetime_s,mean_top_m,mean_top_m,max_top_m,max_top_m,mean_w_ms,mean_w_ms,max_area_m2,max_area_m2
,mean,std,mean,std,mean,std,mean,std,mean,std
class_k,,,,,,,,,,
0,77.0886075949367,106.66516332354564,994.38477,240.21046,1040.3481,279.58646,0.2798690696838577,0.34003098865081083,74090.18987341772,93933.17018217404
1,75.78947368421052,113.91394520965824,1118.9967,234.62624,1174.3422,248.62709,0.30452844784840155,0.3850711214702277,104819.07894736843,126296.22747920892
2,67.2,110.19537380563337,1020.05304,253.4408,1052.5,265.153,0.3159261655807495,0.3153903965525964,75437.5,90500.06782751996
